有問題的部分
ETC_20150317_008799	用鐵砧來強化你的武器和防具。
ETC_20150317_008803	按 Enter 打開聊天視窗，再按一次 Enter 關閉視窗。
ETC_20150317_008805	講話前輸入 /y 可以發送廣播，需要消耗一個 擴音器。
ETC_20150317_008807	在城市中找鐵匠修理你的裝備。
ETC_20150317_008809	在城市中找商人購買或出售道具。
ETC_20150317_008811	使用「backspace」或者「返回按鈕」立即回到任務 NPC 身旁。
ETC_20150317_008813	找各地區的導師 NPC 學習職業特性。
ETC_20150317_008814	閃亮魔物提示
ETC_20150317_008815	閃亮魔物的掉寶率是普通魔物的十倍。
ETC_20150317_008817	各類商人、導師 NPC 齊聚在此。
ETC_20150317_008819	憑藉 瓦卡麗涅女神像 的力量移動到其他地區。
ETC_20150317_008821	使用傳送卷軸傳送到沒有 瓦卡麗涅女神像 的地區。
ETC_20150317_008823	旅途中，你可能會找到隱藏的寶箱，而部分寶箱需要對應等級的鑰匙才能打開。
ETC_20150317_008835	按 F4 來檢視你的遊戲進度。
ETC_20150317_008840	組隊邀請提示
ETC_20150317_008841	在其他玩家身上按右鍵就能邀請玩家一起組隊。
ETC_20150317_008843	顯示目前活躍中的隊伍列表。在列表上點選隊伍就能加入。
ETC_20150317_008847	按 F8 設定表情動作或巨集。
ETC_20150317_008853	你可以向同伴商人雇用同伴與委託訓練。
ETC_20150317_008855	在其他玩家身上按右鍵就能提出交易申請。
ETC_20150317_008861	角色一旦無法戰鬥，身上裝備的耐久就會降低。
ETC_20150317_008863	當你的職業等級達到滿級，你可以選擇往上進階到不同的職業或精進原本的職業。
ETC_20150317_008865	從傭兵事務所購買任務道具，就能打開傳送門進行任務。
ETC_20150317_008869	魔物共有 6 種不同屬性：火、冰、地、闇、毒、電。
ETC_20150317_008871	Attacking with countering properties on monsters can cause more damage.
ETC_20150317_008871	針對魔物的屬性弱點來攻擊可以造成更多傷害。
ETC_20150317_008969	說明
ETC_20150317_009188	[烈焰術士 導師]{nl}　 雅勃 梅林
ETC_20150406_010736	皮製包
ETC_20150414_011197	不能在這裡設置基地。
ETC_20150428_011315	{s18}{#001100}使用返回按鈕傳送回 NPC 身旁來完成任務。{/}
ETC_20150428_011436	FAQ：小屋{nl}1) 你可以點擊「小屋設定」來更改小屋名稱。{nl}2) 點擊「小屋裝修」就可以用 iCoin 購買小屋主題。{nl}3) 從小屋畫面中選擇你想進入的分流。
ETC_20150428_011437	FAQ：角色 HP, SP, STA {nl}1) 你可以在螢幕左方檢查你的角色資訊。{nl}2) STA: 耐力，當你的 STA 為 0，你就只能走路而不能跑步。{nl}學習某些特性時也會消耗 STA。{nl}可以破壞 樹根水晶 或使用 耐力藥丸 來回復 STA。{nl}耐力藥丸可以從商店購買、任務報酬中取得或是擊敗 BOSS 級魔物。
ETC_20150428_011438	FAQ：角色等級和職業等級{nl}1) 你可以在螢幕下方看到。{nl}2) 角色等級: 就是指你目前角色的等級。{nl}3) 職業等級: 指你目前職業的等級。{nl}當你達到15級，你可以進階到另外一個職業。
ETC_20150428_011439	FAQ：快捷欄{nl}1) 你可以新增物品和技能到螢幕下方的快捷欄。{nl}2) 當你學習了新的技能，同時也會自動新增到快捷欄。{nl}3) 你可以設定最多 40 個快捷欄。{nl}4) 快捷欄可以被鎖定或解鎖。{nl}快捷欄鎖定後，你無法移除上面的道具或技能。
ETC_20150428_011440	FAQ：切換分流{nl}1) 你可以在小地圖上方的列表中切換分流。 {nl}2) 進入遊戲前，你可以在小屋內切換分流。
ETC_20150428_011441	FAQ：休息模式{nl}1) 使用 INSERT 鍵切換到休息模式。{nl}2) HP、SP、STA 會自動回復。{nl}3) 你可以在休息模式 點起篝火, 製作道具, 強化寶石, 合成卡片{nl} 你必須要用 "柴火" 來點起篝火. {nl}使用了篝火後 HP、SP、STA 的恢復速度增加。{nl}未來還會增加其他功能。
ETC_20150428_011444	FAQ：特性{nl}1) 你可以向職業導師學習特性。{nl}2) 根據你的職業能學習到各式各樣的特性。{nl} 比如說你進階到 高地站是，你就可以向 高地戰士 導師 學習 雙手劍 特性，進而使用雙手劍武器。{nl}3) 導師們散佈在大陸的各個角落。
ETC_20150428_011445	FAQ：詠唱技能{nl}1) 按住技能對應的快捷鍵來發動詠唱技能。{nl}2) 詠唱技能會在你被攻擊的時候中斷。
ETC_20150428_011446	FAQ：系統選單{nl}1) 你可以切換到「手把模式」使用手把操作遊戲。{nl}2) 如果你的電腦配備不高，你可以嘗試使用「低配模式」。
ETC_20150428_011447	FAQ : 聊天{nl}1) 廣播：在你想要輸入的文字前輸入 "/y" 可以讓所有玩家看到。{nl} 不過這會消耗「擴音器」。{nl}2) 組隊聊天：在你想要輸入的文字前面輸入 "/p" 可以與你的隊友聊天。 {nl}悄悄話：在你想要輸入的文字前面輸入 "/w 小屋名稱" 可以與該玩家進行悄悄話
ETC_20150428_011448	FAQ : 背包重量{nl}1) 顯示你可以隨身攜帶的物品重量。{nl}2) 每升級一點體質都可增加 5 點負重。{nl}3) 如果超重，無論你的STA有多少，你都會走的非常緩慢。
ETC_20150717_013498	FAQ：強化{nl}1) 武器和盔甲可以用鐵砧強化。{nl}2) 你可以向道具商人買鐵砧。{nl}3) 每次強化道具都需要銀幣。{nl}4)武器和裝甲的強化有100%的成功率，分別為+5和+3。下一次強化後失敗的機會會增加。{nl} 如果強化失敗，強化會被重置、潛力值會降低。



#------已完成上面檢錯修正，不過圖紙部分沒有更動，若要更動就要一併更新對照表的武器對應名稱 by Trey-------#


ETC_20150729_013694	{nl} {nl}小地圖上會顯示資訊與 NPC 的位置。{nl} {nl}{img minimap_leader 25 25}：你目前的位置。{nl}{img minimap_1_MAIN 25 25}：現在進行中的任務目標。{nl}{img minimap_0 25 25}：重要 NPC 的位置。{nl}{img minimap_goddess 25 25}：女神像的位置，可以進行傳送。{nl}{img minimap_board 25 25}：顯示各種情報的告示板。{nl}{img minimap_portal 25 25}：可通往其他地區的通路。{nl} {nl}


#------ 2015/11/05 更新線 by Miau-------#

ETC_20150729_013696	只有探索過得區域會顯示在世界地圖上，反之亦然。
ETC_20150729_013697	將滑鼠移到已探索的區域上，就能看到完整地圖。
ETC_20150729_013698	升級時獲得的素質點可以用來提升角色的能力值。
ETC_20150729_013699	按 {img F1 40 40} 打開角色資訊視窗來檢視你的角色資訊。
ETC_20150729_013701	你可以在畫面下方預覽升級素質後的效果。
ETC_20150729_013702	職業等級成長時獲得的技能點可提升角色的技能等級.
ETC_20150729_013705	想讓角色便得更強，就去找導師 NPC 學習特性吧。
ETC_20150729_013706	可從各職業導師 NPC 學習特性技能。
ETC_20150729_013708	特性在學習之後可以使用，在特性學習的過程中無法學習其他特性.
ETC_20150729_013709	有些特性可以視情況啟用或停用。
ETC_20150729_014018	上一個傳送的區域
ETC_20150803_014109	不讓斥侯導師發覺，悄悄把禮物送給他
ETC_20150803_014140	團隊戰鬥開始了。點擊小地圖左側圖示就能參加！
ETC_20150803_014141	因為你最近經常拒絕遊戲，而無法參加遊戲。
ETC_20150803_014142	你沒有碎片！
ETC_20150804_014176	在崩壞殘骸中發現裝貨地在的照明裝置了。{nl}照明裝置已啟動！
ETC_20150804_014177	研磨加工廠的裝貨地照明裝置的轉動完成了。{nl}裝貨地中沁入了光芒。
ETC_20150804_014178	因為裝貨地的建築結構不穩定{nl}殘骸遍佈了整個研磨加工廠。
ETC_20151001_014871	由於顯示卡驅動發生問題導致客戶端終止運作。請洽您的顯示卡製造商。

#------ 2015/11/08 更新線 by Miau-------#


